"","x"
"4607",4.86366666666667
"4608",1.07
"4609",7.06533333333333
"4610",3.596
"4611",4.61916666666667
"4612",8.88666666666667
"4613",1.12
"4614",4.025
"4615",3.045
"4616",8.88
"4617",4.05416666666667
"4618",5.31033333333333
"4619",8.98
"4620",6.896
"4621",4.85183333333333
"4622",0.13
"4623",7.724
"4624",4.9995
"4625",7.1425
"4626",1.882
"4627",0.517833333333333
"4628",7.4915
"4629",-4.88498130835069e-16
"4630",5.06933333333333
"4631",7.1475
"4632",0.0499999999999998
"4633",2
"4634",2
"4635",6.75
"4636",6.83716666666667
"4637",5.63166666666667
"4638",8.81666666666667
"4639",4.47233333333333
"4640",5.845
"4641",1.3275
"4642",1.1925
"4643",1.178
"4644",4.60033333333333
"4645",7.3945
"4646",6.92
"4647",7.91883333333333
"4648",5.95833333333333
"4649",2.18666666666667
"4650",4.45916666666667
"4651",2.01
"4652",6.94916666666667
"4653",5.00166666666667
"4654",6.8
"4655",1.05
"4656",1.03
"4657",0.999999999999996
"4658",2.1825
"4659",8.549
"4660",0.999999999999998
"4661",6.303
"4662",1.20933333333333
"4663",3.6435
"4664",3.54333333333333
"4665",1.12
"4666",0.162
"4667",5.59133333333333
"4668",4.162
"4669",6.82
"4670",5.774
"4671",4.93966666666667
"4672",5.26083333333333
"4673",0.999999999999998
"4674",2.09
"4675",7.64
"4676",7.7275
"4677",4.24266666666667
"4678",3.928
"4679",3.078
"4680",6.5635
"4681",2.97783333333333
"4682",5.98816666666667
"4683",7.30116666666667
"4684",2
"4685",5.84216666666667
"4686",7.5165
"4687",5.9835
"4688",1.17
"4689",4.71766666666667
"4690",3.99
"4691",5.014
"4692",5.908
"4693",5.509
"4694",7.0475
"4695",2.066
"4696",0.653333333333333
"4697",1.36333333333333
"4698",4.80666666666667
"4699",4.20566666666667
"4700",4.74716666666667
"4701",4.886
"4702",6.974
"4703",3.39883333333333
"4704",2.07083333333333
"4705",0.478
"4706",7.24133333333333
"4707",8.908
"4708",4.165
"4709",8.10766666666667
"4710",4.9165
"4711",0.0799999999999994
"4712",3
"4713",5.904
"4714",3.39316666666667
"4715",4.13083333333333
"4716",1.215
"4717",6.78666666666667
"4718",4.9085
"4719",0.0599999999999987
"4720",2.883
"4721",2.07533333333333
"4722",6.925
"4723",6.938
"4724",4.55483333333333
"4725",7.88
"4726",7
"4727",4
"4728",5.06
"4729",0.270999999999999
"4730",1.12
"4731",8.28733333333333
"4732",6.982
"4733",4.1575
"4734",5.00416666666667
"4735",0.0599999999999992
"4736",8.9
"4737",7.23733333333333
"4738",5.844
"4739",3.20233333333333
"4740",3.0595
"4741",1.19
"4742",6
"4743",5.6195
"4744",5.91
"4745",0.0399999999999993
"4746",8.865
"4747",7.55483333333333
"4748",0.999999999999997
"4749",5.252
"4750",2.95
"4751",6.918
"4752",3.3735
"4753",0.0399999999999998
"4754",3.04233333333333
"4755",0.0399999999999998
"4756",4.16916666666667
"4757",8.7095
"4758",8.95
"4759",5.041
"4760",7.622
"4761",0.0899999999999993
"4762",8.265
"4763",0.214999999999999
"4764",1.005
"4765",5.92
"4766",3.19416666666667
"4767",3.66666666666667
"4768",2.5905
"4769",2
"4770",4.52233333333333
"4771",6.705
"4772",0.201666666666666
"4773",5.84466666666667
"4774",8.81
"4775",4.74533333333333
"4776",2.45416666666667
"4777",2.02333333333333
"4778",4.9675
"4779",3.04
"4780",6.015
"4781",3.67883333333333
"4782",2.888
"4783",2.18416666666667
"4784",4.97
"4785",7.7
"4786",3.59666666666667
"4787",5.1715
"4788",2.08
"4789",6.54283333333333
"4790",5
"4791",4
"4792",1.113
"4793",6.95
"4794",2.709
"4795",5.43466666666667
"4796",3.6925
"4797",8.75
"4798",7.28166666666667
"4799",2.02
"4800",4.34116666666667
"4801",0.0799999999999995
"4802",7.56766666666667
"4803",4.11316666666667
"4804",6.15266666666667
"4805",6.946
"4806",6.47133333333333
"4807",4.179
"4808",5.782
"4809",5.41733333333333
"4810",3.63933333333333
"4811",2.846
"4812",5.9825
"4813",7
"4814",0.14
"4815",5.96
"4816",0.0699999999999994
"4817",2.0745
"4818",2.58533333333333
"4819",3.40016666666667
"4820",0.4
"4821",3.81766666666667
"4822",3.08
"4823",3.78233333333333
"4824",4.028
"4825",2.16916666666667
"4826",1.14
"4827",4.38566666666667
"4828",3.01666666666667
"4829",3.14683333333333
"4830",0.344166666666666
"4831",0.0599999999999995
"4832",3.42833333333333
"4833",2.15
"4834",4.25
"4835",1.08
"4836",4.91466666666667
"4837",8.86
"4838",2.10933333333333
"4839",4.06666666666667
"4840",5.26933333333333
"4841",4.769
"4842",6.64566666666667
"4843",6.86783333333333
"4844",8.53616666666667
"4845",9
"4846",0.999999999999998
"4847",5.3625
"4848",0.326666666666666
"4849",1.68716666666667
"4850",8.99
"4851",1.64366666666667
"4852",7.368
"4853",4.43066666666667
"4854",0.423333333333333
"4855",8.42916666666667
"4856",7.6
"4857",4.69983333333333
"4858",2.0475
"4859",3.442
"4860",2.6645
"4861",2.38083333333333
"4862",6.03
"4863",3.05
"4864",6.63083333333333
"4865",0.999999999999998
"4866",9
"4867",2.274
"4868",0.169
"4869",5.21716666666667
"4870",2.36866666666667
"4871",7.79
"4872",8.3595
"4873",4.38316666666667
"4874",3.006
"4875",5.97
"4876",0.149999999999999
"4877",2.30616666666667
"4878",0.0199999999999986
"4879",5.25483333333333
"4880",5.03066666666667
"4881",3.02
"4882",4
"4883",1.48033333333333
"4884",2.11133333333333
"4885",2.29833333333333
"4886",4.51666666666667
"4887",8.69683333333333
"4888",4.07466666666667
"4889",3.05866666666667
"4890",2.048
"4891",0.999999999999997
"4892",8.71333333333333
"4893",0.999999999999999
"4894",5.77383333333333
"4895",0.999999999999999
"4896",1.888
"4897",2.99
"4898",5.1455
"4899",0.0699999999999995
"4900",1.1
"4901",8.905
"4902",3.99
"4903",2.5135
"4904",-4.17443857259059e-16
"4905",4.095
"4906",6.87816666666667
"4907",1.015
"4908",7.355
"4909",3.26216666666667
"4910",3.92866666666667
"4911",3.54083333333333
"4912",4.317
"4913",3.583
"4914",6.77666666666667
"4915",1.93666666666667
"4916",6.92
"4917",9
"4918",6.558
"4919",3.54816666666667
"4920",5.02
"4921",8.62583333333333
"4922",7
"4923",6.752
"4924",0.164
"4925",4.22033333333333
"4926",4.27466666666667
"4927",2.1555
"4928",5.9175
"4929",7.431
"4930",4.926
"4931",-8.97060203897126e-16
"4932",3.89
"4933",8.98
"4934",7.1375
"4935",7.69533333333333
"4936",2.67
"4937",3.96
"4938",2.4645
"4939",4.1185
"4940",1.25833333333333
"4941",4.6765
"4942",0.999999999999997
"4943",0.525833333333333
"4944",8.7355
"4945",7.2375
"4946",4.81666666666667
"4947",5.88416666666667
"4948",4.92233333333333
"4949",8.83466666666667
"4950",1.61383333333333
"4951",2.094
"4952",5.724
"4953",0.75
"4954",3.01
"4955",-1.63424829224823e-15
"4956",2.7995
"4957",3.13
"4958",1.397
"4959",3.9695
"4960",0.24
"4961",0.999999999999998
"4962",-1.20792265079217e-15
"4963",5.85616666666667
"4964",4
"4965",8.8
"4966",3.3535
"4967",6.6755
"4968",0.999999999999999
"4969",4.01
"4970",0.999999999999998
"4971",6.9
"4972",5.975
"4973",-1.55431223447522e-15
"4974",6.95
"4975",6.94
"4976",1.06
"4977",5.21666666666667
"4978",1.417
"4979",3.5025
"4980",5.99666666666667
"4981",1.57433333333333
"4982",2
"4983",7.87
"4984",5.28833333333333
"4985",7.45666666666667
"4986",5.15983333333333
"4987",6.89933333333333
"4988",7.06
"4989",2.031
"4990",8.47283333333333
"4991",6.04
"4992",6.8
"4993",6.9465
"4994",4.1775
"4995",4.7635
"4996",7.13533333333333
"4997",3.07
"4998",1.02
"4999",6.764
"5000",3.56016666666667
"5001",1.03333333333333
"5002",7.144
"5003",0.0699999999999993
"5004",1.07
"5005",0.117499999999999
"5006",4.12
"5007",3.30866666666667
"5008",4.02283333333333
"5009",3.106
"5010",8.48466666666667
"5011",6.77333333333333
"5012",8.56666666666667
"5013",3.09
"5014",5.79833333333333
"5015",2.8365
"5016",3.025
"5017",4.34733333333333
"5018",1.07
"5019",3.1245
"5020",0.0199999999999997
"5021",8.31166666666667
"5022",8.7975
"5023",2
"5024",5.975
"5025",4.07466666666667
"5026",-1.01252339845814e-15
"5027",0.471
"5028",6.80666666666667
"5029",5.89566666666667
"5030",1.53533333333333
"5031",7.33416666666667
"5032",3.07333333333333
"5033",7.4365
"5034",1.11
"5035",5.10866666666667
"5036",5.1115
"5037",6.46883333333333
"5038",8.8675
"5039",3.29316666666667
"5040",3.09916666666667
"5041",-9.05941988094128e-16
"5042",6.36166666666667
"5043",1.52533333333333
"5044",5.98416666666667
"5045",5.00833333333333
"5046",0.999999999999998
"5047",5.972
"5048",7.08883333333333
"5049",4.43833333333333
"5050",3.004
"5051",5.32916666666667
"5052",8.83
"5053",1.06
"5054",4.16366666666667
"5055",5.035
"5056",3.155
"5057",1.05
"5058",8.50466666666667
"5059",3.10316666666667
"5060",4.8675
"5061",7.97
"5062",5.76
"5063",4.6675
"5064",5.74
"5065",0.0599999999999992
"5066",6.099
"5067",1.9155
"5068",4.83666666666667
"5069",1.08
"5070",3.11166666666667
"5071",6.902
"5072",4.015
"5073",4.18
"5074",4.377
"5075",3.8755
"5076",-6.57252030578093e-16
"5077",5.70466666666667
"5078",3.08
"5079",3.8915
"5080",0.201333333333333
"5081",4.03
"5082",3.095
"5083",5.6455
"5084",0.999999999999999
"5085",6.95
"5086",5.851
"5087",2.026
"5088",6.06516666666667
"5089",1.02
"5090",6.81
"5091",0.139999999999999
"5092",5.998
"5093",9
"5094",5.51433333333333
"5095",5.2995
"5096",1.02
"5097",2.982
"5098",5.968
"5099",6.13516666666667
"5100",1.07
"5101",8.85333333333333
"5102",4.07166666666667
"5103",5.58266666666667
"5104",6.03
"5105",7.5045
"5106",4.42833333333333
"5107",5.87066666666667
"5108",7.116
"5109",2.89533333333333
"5110",4.40583333333333
"5111",0.0799999999999997
"5112",5.719
"5113",1.07
"5114",6.94166666666667
"5115",4.37233333333333
"5116",1.16
"5117",2.98
"5118",-8.34887714518118e-16
"5119",8.97
"5120",8.95
"5121",8.79666666666667
"5122",4.95033333333333
"5123",7.7195
"5124",4.105
"5125",0.999999999999998
"5126",5.63633333333333
"5127",4.04
"5128",8.649
"5129",1.66933333333333
"5130",7.32166666666667
"5131",7.20816666666667
"5132",2.01
"5133",3.794
"5134",4.102
"5135",6.07083333333333
"5136",1.01
"5137",0.0399999999999992
"5138",0.999999999999997
"5139",5.79466666666667
"5140",6.458
"5141",8.7225
"5142",0.310333333333333
"5143",0.5
"5144",6.77483333333333
"5145",2.059
"5146",4.504
"5147",2.09433333333333
"5148",4.92583333333333
"5149",2.1425
"5150",7.35516666666667
"5151",4.88416666666667
"5152",5.8385
"5153",8.66333333333333
"5154",6.92
"5155",0.999999999999999
"5156",5.36983333333333
"5157",4.76516666666667
"5158",4.90033333333333
"5159",4.63616666666667
"5160",8.91
"5161",3.64566666666667
"5162",3.08
"5163",4.92
"5164",3
"5165",0.120999999999999
"5166",-4.61852778244065e-16
"5167",4.8495
"5168",8.66666666666667
"5169",2.06
"5170",4.795
"5171",3
"5172",6.89133333333333
"5173",5.77683333333333
"5174",5.225
"5175",7.48633333333333
"5176",5.808
"5177",5.2055
"5178",0.688333333333333
"5179",3.55716666666667
"5180",1.39
"5181",3.389
"5182",6.77433333333333
"5183",4.96
"5184",7.10033333333333
"5185",6.7775
"5186",0.349999999999999
"5187",6.78
"5188",6.814
"5189",1.464
"5190",4.891
"5191",5.71866666666667
"5192",6.97
"5193",0.2
"5194",4.05
"5195",3.13666666666667
"5196",0.216499999999999
"5197",0.0849999999999988
"5198",-1.02140518265514e-15
"5199",0.15
"5200",6.84666666666667
"5201",5.9
"5202",7.835
"5203",4.112
"5204",5.73
"5205",6.85
"5206",1.03
"5207",5.04783333333333
"5208",0.999999999999995
"5209",0.612833333333333
"5210",2.548
"5211",4.43016666666667
"5212",4.726
"5213",0.999999999999997
"5214",7.815
"5215",5.52166666666667
"5216",3.57516666666667
"5217",6.91
"5218",5.84866666666667
"5219",3.70566666666667
"5220",5.9175
"5221",5.99
"5222",5.329
"5223",3.89866666666667
"5224",6.98033333333334
"5225",4.901
"5226",0.999999999999997
"5227",4.81233333333333
"5228",2.075
"5229",5.457
"5230",4.778
"5231",1.32833333333333
"5232",5.18966666666667
"5233",6.7455
"5234",3
"5235",5.0265
"5236",4.84233333333333
"5237",3.45883333333333
"5238",2.2435
"5239",3.13333333333333
"5240",5.5345
"5241",4.99233333333333
"5242",7.6955
"5243",5.832
"5244",6.97
"5245",0.0799999999999991
"5246",3.51016666666667
"5247",7.33933333333333
"5248",7.81266666666667
"5249",4.05
"5250",2.9505
"5251",5.84
"5252",4.83033333333333
"5253",4.96633333333333
"5254",7.4975
"5255",3.065
"5256",0.6605
"5257",5.63383333333333
"5258",0.999999999999997
"5259",0.999999999999997
"5260",3.12766666666667
"5261",-9.59232693276135e-16
"5262",8.9
"5263",5.81266666666667
"5264",6.36933333333333
"5265",6.80366666666667
"5266",2.5
"5267",4.996
"5268",5.17866666666667
"5269",5.9835
"5270",2.2075
"5271",0.17
"5272",4.1285
"5273",5.3265
"5274",1.06
"5275",4.8805
"5276",8.93
"5277",5.428
"5278",0.295
"5279",2.08
"5280",5.2005
"5281",5.07
"5282",6.00333333333333
"5283",0.999999999999997
"5284",3.82133333333333
"5285",1
"5286",3.2
"5287",1.06
"5288",5.06383333333333
"5289",4.915
"5290",-7.63833440942108e-16
"5291",1.261
"5292",8.694
"5293",3.40033333333333
"5294",9
"5295",4.854
"5296",0.130833333333333
"5297",6.885
"5298",8.827
"5299",7.2915
"5300",3.134
"5301",0.0449999999999993
"5302",0.999999999999998
"5303",4.33333333333333
"5304",4.08366666666667
"5305",5.56783333333333
"5306",1.21
"5307",5.42933333333333
"5308",4.232
"5309",7.002
"5310",0.0999999999999997
"5311",6.2585
"5312",5.729
"5313",4.03
"5314",7.00366666666667
"5315",5.279
"5316",-7.01660951563099e-16
"5317",5.895
"5318",0.17
"5319",4.0475
"5320",5.1075
"5321",7.218
"5322",3.0785
"5323",0.999999999999996
"5324",4.983
"5325",4.5915
"5326",0.737
"5327",1.16
"5328",3.93
"5329",1.02
"5330",7.08
"5331",4.204
"5332",8.98
"5333",2.00666666666667
"5334",8.52983333333333
"5335",1.173
"5336",2.0225
"5337",1.08583333333333
"5338",6.885
"5339",5.96
"5340",5.852
"5341",1.3275
"5342",5.00916666666667
"5343",7.75416666666667
"5344",7.67833333333333
"5345",8.02033333333333
"5346",-7.8159700933611e-16
"5347",2.487
"5348",3.04
"5349",1.065
"5350",6.42333333333333
"5351",4.23516666666667
"5352",0.999999999999998
"5353",5.052
"5354",2.03
"5355",6.77
"5356",3.1555
"5357",3.521
"5358",4.99266666666667
"5359",8.93
"5360",4.65533333333333
"5361",4.36333333333333
"5362",0.0149999999999994
"5363",5.10116666666667
"5364",1.155
"5365",4.9185
"5366",8.764
"5367",0.999999999999998
"5368",0.0599999999999991
"5369",8.856
"5370",4.04
"5371",4.99
"5372",4.79983333333333
"5373",7.925
"5374",6.37633333333333
"5375",1.13
"5376",5.24616666666667
"5377",3.2375
"5378",2.32533333333333
"5379",4.60966666666667
"5380",1.34333333333333
"5381",1.15666666666667
"5382",7.6655
"5383",0.21
"5384",4.44883333333333
"5385",2.31216666666667
"5386",6.354
"5387",7.59266666666667
"5388",0.129999999999999
"5389",8.965
"5390",6.9
"5391",0.0399999999999995
"5392",7.05333333333333
"5393",8.815
"5394",2.07
"5395",6.717
"5396",5.91
"5397",1.01
"5398",6.79333333333333
"5399",1.15666666666666
"5400",5.595
"5401",0.12
"5402",2
"5403",8.894
"5404",8.831
"5405",8.91
"5406",5.23516666666667
"5407",7.3725
"5408",3.12716666666667
"5409",4.17
"5410",0.8425
"5411",8.75
"5412",3.27083333333333
"5413",6.43483333333333
"5414",8.832
"5415",4.70133333333333
"5416",2.3975
"5417",-9.32587340685132e-16
"5418",3.70883333333333
"5419",3.21933333333333
"5420",0.0499999999999995
"5421",4.22466666666667
"5422",8.62566666666667
"5423",4
"5424",7.99
"5425",5.413
"5426",4.81
"5427",5.66183333333333
"5428",9
"5429",6.011
"5430",7.2965
"5431",4.24416666666667
"5432",7.01
"5433",5.61933333333333
"5434",6.76
"5435",4.55033333333333
"5436",8.93
"5437",4.107
"5438",3.8255
"5439",1.245
"5440",0.727333333333333
"5441",7.45466666666667
"5442",0.999999999999997
"5443",5.45983333333333
"5444",4.784
"5445",2.48816666666667
"5446",0.999999999999999
"5447",8.49
"5448",5.84133333333333
"5449",5.67366666666667
"5450",7.0145
"5451",5.61166666666667
"5452",0.0716666666666662
"5453",6.68
"5454",0.999999999999998
"5455",3.37016666666667
"5456",5.805
"5457",4.62933333333333
"5458",5.27766666666667
"5459",3.39966666666667
"5460",4.2395
"5461",6.642
"5462",4.87783333333333
"5463",7.25
"5464",8.72
"5465",0.999999999999997
"5466",2.57683333333333
"5467",7.79633333333333
"5468",5.3835
"5469",7.0125
"5470",3.996
"5471",5.0085
"5472",8.6705
"5473",3.12833333333333
"5474",8.52333333333333
"5475",4.80966666666667
"5476",2.93916666666667
"5477",6.785
"5478",8.78
"5479",2.96766666666667
"5480",2.01166666666667
"5481",0.999999999999999
"5482",6.95833333333333
"5483",4.05666666666667
"5484",2.25966666666667
"5485",6.4685
"5486",7.251
"5487",6.547
"5488",1.07
"5489",2.065
"5490",7.31133333333333
"5491",6.10316666666667
"5492",4.45416666666667
"5493",7.53683333333333
"5494",0.3
"5495",8.89666666666667
"5496",3.991
"5497",0.13
"5498",3.0895
"5499",4.16983333333333
"5500",2.82
"5501",4.19
"5502",2.21833333333333
"5503",1.176
"5504",7.02
"5505",5.43333333333333
"5506",3.2585
"5507",2.90766666666667
"5508",6.0305
"5509",4.87466666666667
"5510",1.008
"5511",2.16733333333333
"5512",6.84
"5513",5.0145
"5514",7.1695
"5515",2.49966666666667
"5516",3.6615
"5517",4.42366666666667
"5518",4.7335
"5519",7.46216666666667
"5520",0.18
"5521",5.28116666666667
"5522",6.834
"5523",8.812
"5524",6.93
"5525",1.32
"5526",3.7635
"5527",4.795
"5528",4.8935
"5529",2.192
"5530",4.33266666666667
"5531",6.88166666666667
"5532",8.24166666666667
"5533",7.84883333333333
"5534",6.05133333333333
"5535",4.06
"5536",4.91066666666667
"5537",3.95133333333333
"5538",8.49133333333333
"5539",1
"5540",8.2935
"5541",5.648
"5542",5.04
"5543",5.7425
"5544",2.1025
"5545",6.34183333333333
"5546",5.15983333333333
"5547",7.79
"5548",4.6135
"5549",7.2415
"5550",8.69333333333334
"5551",5.67666666666667
"5552",5.91283333333333
"5553",7.4675
"5554",5.43466666666667
"5555",4.44216666666667
"5556",0.768
"5557",4.83383333333333
"5558",5.543
"5559",1.13666666666667
"5560",3.475
"5561",7.9
"5562",7.305
"5563",6.96333333333333
"5564",6.89
"5565",6.82833333333333
"5566",6.99
"5567",6.765
"5568",0.34
"5569",7.1995
"5570",8.11766666666667
"5571",4.6825
"5572",2.65433333333333
"5573",3.122
"5574",6.905
"5575",4.1225
"5576",6.01
"5577",4.58116666666667
"5578",6.43166666666667
"5579",2.23
"5580",8.572
"5581",5.87566666666667
"5582",4.48533333333333
"5583",0.0599999999999989
"5584",4.21016666666667
"5585",5.9675
"5586",6.685
"5587",6.609
"5588",3.99
"5589",8.24733333333333
"5590",3.98
"5591",4.34783333333333
"5592",3.50266666666667
"5593",5.7475
"5594",8.95
"5595",2.533
"5596",4.394
"5597",1.02
"5598",7.655
"5599",4.98
"5600",5.616
"5601",6.99066666666667
"5602",5.279
"5603",3.52066666666667
"5604",7.385
"5605",7.067
"5606",6.877
"5607",1.13633333333333
"5608",4.86983333333333
"5609",0.212999999999999
"5610",6.92033333333333
"5611",2.5725
"5612",3.9775
"5613",4.10266666666667
"5614",6.807
"5615",6.91183333333333
"5616",1.10666666666666
"5617",4.98033333333333
"5618",4.53516666666667
"5619",5.499
"5620",5.50566666666667
"5621",2.19416666666667
"5622",5.2965
"5623",0.668833333333333
"5624",5.3025
"5625",5.626
"5626",3.94516666666667
"5627",6.34733333333333
"5628",4.0025
"5629",1.08
"5630",0.999999999999999
"5631",8.25
"5632",2.43866666666667
"5633",8.86
"5634",8.28416666666667
"5635",3.97666666666667
"5636",7.1925
"5637",4.0875
"5638",2.9055
"5639",6.062
"5640",5.9
"5641",2.061
"5642",0.106666666666666
"5643",1.13733333333333
"5644",6.661
"5645",8.91
"5646",5.99
"5647",5.79666666666667
"5648",5.355
"5649",4.9575
"5650",6.87
"5651",5.0145
"5652",4.43683333333333
"5653",1.09
"5654",6.03
"5655",1.36783333333333
"5656",3.14866666666667
"5657",2.15816666666667
"5658",4.062
"5659",4.892
"5660",1.084
"5661",5.4385
"5662",1.01
"5663",5.478
"5664",6.3085
"5665",4.98
"5666",7.835
"5667",5.29333333333333
"5668",6.5005
"5669",5.01
"5670",3.47516666666667
"5671",6.86
"5672",-1.25233157177718e-15
"5673",1.246
"5674",4.98
"5675",1.156
"5676",8.28566666666667
"5677",0.433333333333333
"5678",8.72
"5679",5.682
"5680",2.11666666666667
"5681",0.417166666666667
"5682",6.91
"5683",3.43066666666667
"5684",1.14
"5685",4.3535
"5686",4.07
"5687",6.663
"5688",7.48683333333333
"5689",0.756333333333333
"5690",1.115
"5691",2.3525
"5692",8.9
"5693",3.04
"5694",1.6455
"5695",5.55233333333333
"5696",1.99
"5697",-6.66133814775094e-16
"5698",4.82666666666667
"5699",-7.90478793533111e-16
"5700",0.999999999999999
"5701",4.99566666666667
"5702",1.435
"5703",7.11683333333333
"5704",7.3455
"5705",6.56733333333333
"5706",7.362
"5707",5.79533333333333
"5708",5.81916666666667
"5709",4.40166666666667
"5710",0.179
"5711",7
"5712",1.02333333333333
"5713",0.201666666666666
"5714",0.999999999999999
"5715",3.30933333333333
"5716",4.02
"5717",8.476
"5718",0.362
"5719",6.837
"5720",4.08416666666667
"5721",4.91
"5722",2.56883333333333
"5723",5.94533333333333
"5724",8.4175
"5725",4.08333333333333
"5726",5.96
"5727",5.9325
"5728",5.89
"5729",1.23
"5730",1.13666666666667
"5731",3.02
"5732",4.81333333333333
"5733",5.84416666666667
"5734",3.10333333333333
"5735",4.1825
"5736",5.6085
"5737",5.77433333333333
"5738",7.788
"5739",7.93833333333333
"5740",0.999999999999998
"5741",1.06
"5742",1.01
"5743",6.32416666666667
"5744",4.14583333333333
"5745",4.69116666666667
"5746",5.84
"5747",5.09083333333333
"5748",5.087
"5749",2.01
"5750",7.582
"5751",6.635
"5752",8.97
"5753",7.34
"5754",1.01
"5755",6.99516666666667
"5756",8.6715
"5757",0.0899999999999992
"5758",5.89383333333333
"5759",5.05766666666667
"5760",2.46183333333333
"5761",3.055
"5762",7.4535
"5763",3.156
"5764",1.0655
"5765",2.842
"5766",4.982
"5767",2.152
"5768",8.336
"5769",2.45166666666667
"5770",0.999999999999999
"5771",3.07
"5772",3.00266666666667
"5773",3.18416666666667
"5774",6.389
"5775",6.49466666666667
"5776",7.1385
"5777",8.93
"5778",6.78716666666667
"5779",4.8325
"5780",5.685
"5781",6.75
"5782",1.4445
"5783",6.71216666666667
"5784",2.003
"5785",7.115
"5786",1.06
"5787",4.91966666666667
"5788",3.086
"5789",4.895
"5790",0.2375
"5791",6.7745
"5792",6.82
"5793",5.6845
"5794",4.81266666666667
"5795",1.372
"5796",7.767
"5797",1.03
"5798",3.479
"5799",4.85866666666667
"5800",4.96166666666667
"5801",6.11533333333333
"5802",4.22383333333333
"5803",4
"5804",2.18666666666667
"5805",7.6775
"5806",0.0694999999999994
"5807",4.35483333333333
"5808",4.99233333333333
"5809",1.04
"5810",8.36116666666667
"5811",6.937
"5812",4.03
"5813",2.11
"5814",7.04533333333333
"5815",6.35533333333333
"5816",5.1745
"5817",6.53966666666667
"5818",5.936
"5819",7.351
"5820",6.47233333333333
"5821",5.6505
"5822",8.89333333333333
"5823",7.161
"5824",5.483
"5825",4.05
"5826",2.585
"5827",6.08733333333333
"5828",8.745
"5829",0.999999999999997
"5830",7.767
"5831",7.775
"5832",0.17
"5833",5.5015
"5834",5.6655
"5835",3.69
"5836",3.34066666666667
"5837",5.7725
"5838",4.084
"5839",5.659
"5840",5.49533333333333
"5841",6.24133333333333
"5842",1.08
"5843",7.57266666666667
"5844",4.37833333333333
"5845",3.552
"5846",6.8875
"5847",2.66116666666667
"5848",7.79
"5849",5.14466666666667
"5850",3.0065
"5851",4.9655
"5852",5.979
"5853",7.31033333333333
"5854",1.36433333333333
"5855",-6.30606677987089e-16
"5856",1.13066666666667
"5857",6.72
"5858",4.78066666666667
"5859",4.12833333333333
"5860",8.96
"5861",5.9005
"5862",0.296
"5863",7.01
"5864",2.96
"5865",8.76
"5866",8.71
"5867",3.3695
"5868",6.052
"5869",4.81366666666667
"5870",2.6
"5871",-1.14575016141316e-15
"5872",5.65583333333333
"5873",2.2605
"5874",5.88333333333333
"5875",4
"5876",1.07
"5877",6.79
"5878",3.5475
"5879",0.680166666666667
"5880",3.99
"5881",6.722
"5882",1.1415
"5883",5.98
"5884",1.55
"5885",4.4285
"5886",5.75233333333333
"5887",2.0975
"5888",0.999999999999997
"5889",0.155
"5890",3.29883333333333
"5891",3.13066666666667
"5892",9
"5893",4.64333333333333
"5894",8.14516666666667
"5895",5.95666666666667
"5896",5.7675
"5897",1.62166666666667
"5898",2.341
"5899",7.55816666666667
"5900",3.42333333333333
"5901",0.124999999999999
"5902",5.22333333333333
"5903",7.59633333333333
"5904",7.44783333333333
"5905",5.14166666666667
"5906",3.06
"5907",5.05616666666667
"5908",0.843333333333333
"5909",7.7325
"5910",0.213333333333333
"5911",6.13933333333333
"5912",3.0135
"5913",3.15216666666667
"5914",2.192
"5915",5.1905
"5916",3.56916666666667
"5917",2.971
"5918",6.03
"5919",4.931
"5920",4.70116666666667
"5921",6.82
"5922",2.34783333333333
"5923",2
"5924",8.86
"5925",-5.06261699229071e-16
"5926",7.30733333333333
"5927",5.61216666666667
"5928",0.436666666666666
"5929",5.21783333333333
"5930",1.56933333333333
"5931",7.24616666666667
"5932",1.92666666666667
"5933",4
"5934",1.175
"5935",5.64833333333333
"5936",6.78433333333333
"5937",6.58666666666667
"5938",7.231
"5939",5.08333333333333
"5940",4.71533333333333
"5941",2.44583333333333
"5942",5.60083333333333
"5943",4.005
"5944",5.91316666666667
"5945",7.99
"5946",6.96816666666667
"5947",5.97
"5948",5.868
"5949",4
"5950",8.99
"5951",4.03
"5952",3.92716666666667
"5953",6.63233333333333
"5954",6.03
"5955",3.5595
"5956",1.17
"5957",6.86
"5958",4.82683333333333
"5959",1.02
"5960",4.43466666666667
"5961",8.12566666666667
"5962",0.0339999999999995
"5963",6.00733333333333
"5964",5.72866666666667
"5965",3.82683333333333
"5966",2.4825
"5967",2.0415
"5968",5.78033333333333
"5969",3.56133333333333
"5970",3.075
"5971",5.87233333333333
"5972",7.406
"5973",1.094
"5974",3.7145
"5975",3.56283333333333
"5976",0.995333333333333
"5977",5.83466666666667
"5978",5.95866666666667
"5979",7.37866666666667
"5980",5.61633333333333
"5981",3.283
"5982",3.16233333333333
"5983",3.45966666666667
"5984",5.54866666666667
"5985",2.118
"5986",0.0399999999999989
"5987",5.795
"5988",0.556
"5989",2.284
"5990",1.148
"5991",5.85416666666667
"5992",5.643
"5993",5.852
"5994",0.999999999999999
"5995",7.0965
"5996",6.645
"5997",-4.17443857259059e-16
"5998",2.3565
"5999",8.3475
"6000",4.06
"6001",4.31466666666667
"6002",5.04283333333333
"6003",0.392
"6004",6.88
"6005",5.035
"6006",7.955
"6007",5.15766666666667
"6008",5.08266666666667
